Country,EdLevel,YearsCodePro,Employment,Salary
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",70000.0
Hungary,Some college/university study without earning a degree,7,"Employed, full-time",43524.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19,"Employed, full-time",216000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,"Employed, full-time",240000.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,"Employed, full-time",90647.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time",140000.0
United States of America,"Associate degree (A.A., A.S., etc.)",36,"Employed, full-time",112000.0
Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",19,"Employed, full-time",89580.0
United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,20,"Employed, full-time;Independent contractor, freelancer, or self-employed",62820.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,"Employed, full-time",159000.0
Colombia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Less than 1 year,"Employed, full-time",3624.0
Argentina,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,"Employed, full-time;Independent contractor, freelancer, or self-employed",216.0
Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",37116.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",89797.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,"Employed, full-time",146000.0
United States of America,Some college/university study without earning a degree,5,"Employed, full-time",110000.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30,"Employed, full-time;Independent contractor, freelancer, or self-employed",703848.0
Poland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Less than 1 year,"Employed, full-time",11100.0
Panama,Some college/university study without earning a degree,4,"Employed, full-time",39000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,"Employed, full-time",120000.0
Jamaica,Primary/elementary school,Less than 1 year,"Independent contractor, freelancer, or self-employed",180000.0
Serbia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,"Employed, full-time",52308.0
Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time",55500.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,"Employed, part-time",31992.0
Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",30060.0
Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",19428.0
United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7,"Employed, full-time",75000.0
Greece,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,"Employed, full-time",25594.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,"Employed, full-time",88000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,"Employed, full-time",128000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",140000.0
Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,"Employed, full-time",92139.0
United States of America,Some college/university study without earning a degree,2,"Employed, full-time",66000.0
Germany,"Other doctoral degree (Ph.D., Ed.D., etc.)",15,"Employed, full-time",79983.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,"Employed, full-time;Independent contractor, freelancer, or self-employed",27420.0
United States of America,Some college/university study without earning a degree,3,"Employed, full-time",100000.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Independent contractor, freelancer, or self-employed",51192.0
United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,3,"Employed, full-time",37692.0
United States of America,Some college/university study without earning a degree,30,"Employed, full-time;Independent contractor, freelancer, or self-employed",150000.0
Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23,"Independent contractor, freelancer, or self-employed",183450.0
Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",28560.0
Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time",13524.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,"Employed, full-time",97605.0
Greece,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,"Employed, full-time",447900.0
Italy,Some college/university study without earning a degree,7,"Employed, full-time",45857.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",105414.0
Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,"Employed, full-time",80664.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",85893.0
Serbia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time",26880.0
United States of America,Some college/university study without earning a degree,2,"Employed, full-time",40000.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time",93701.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",420000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,"Employed, full-time",100000.0
Colombia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,"Employed, full-time",27168.0
United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1,"Independent contractor, freelancer, or self-employed",95000.0
Romania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time;Independent contractor, freelancer, or self-employed",46596.0
United Kingdom of Great Britain and Northern Ireland,"Other doctoral degree (Ph.D., Ed.D., etc.)",8,"Employed, full-time",113075.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,"Employed, full-time;Independent contractor, freelancer, or self-employed",1.0
Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,"Employed, full-time;Independent contractor, freelancer, or self-employed",79764.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21,"Employed, full-time",200000.0
El Salvador,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time",55800.0
Georgia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Independent contractor, freelancer, or self-employed",42000.0
United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",26,"Employed, full-time;Independent contractor, freelancer, or self-employed",150000.0
United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,12,"Employed, full-time",94230.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",232152.0
Germany,Some college/university study without earning a degree,1,"Employed, full-time",83182.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",3864.0
Hungary,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Independent contractor, freelancer, or self-employed",6696.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,"Employed, full-time",302063.0
Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,"Employed, full-time",70276.0
Netherlands,Some college/university study without earning a degree,8,"Employed, full-time",38388.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",44,"Employed, full-time",152000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",179630.0
Egypt,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3,"Employed, full-time",13200.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,"Employed, full-time;Independent contractor, freelancer, or self-employed",113075.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Independent contractor, freelancer, or self-employed",7740.0
Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",57588.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35,"Employed, full-time",848066.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time",123500.0
Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time",57588.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28,"Employed, full-time",175000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30,"Employed, full-time",142000.0
Belgium,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,"Employed, full-time",61428.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",39,"Employed, full-time",95263.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",251279.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,"Employed, full-time",400000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",192000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,"Employed, full-time",153000.0
New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,"Employed, full-time;Independent contractor, freelancer, or self-employed",83633.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",92000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",110000.0
Romania,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,"Employed, full-time",77652.0
Switzerland,"Other doctoral degree (Ph.D., Ed.D., etc.)",7,"Employed, full-time",1489236.0
Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,"Employed, part-time",69492.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,"Independent contractor, freelancer, or self-employed",1200000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",19344.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",1104024.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, part-time",49908.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,"Employed, full-time",41136.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,"Independent contractor, freelancer, or self-employed",90000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",115000.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",57588.0
Czech Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,"Independent contractor, freelancer, or self-employed",41138.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,"Employed, full-time",101509.0
Canada,Some college/university study without earning a degree,10,"Employed, full-time",70276.0
Italy,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",27727.0
Spain,Some college/university study without earning a degree,5,"Independent contractor, freelancer, or self-employed",63984.0
Russian Federation,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2,"Employed, full-time",16620.0
Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",58272.0
United States of America,Some college/university study without earning a degree,25,"Employed, full-time;Independent contractor, freelancer, or self-employed",160000.0
"Venezuela, Bolivarian Republic of...","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1,"Employed, full-time",1704.0
United Kingdom of Great Britain and Northern Ireland,"Associate degree (A.A., A.S., etc.)",Less than 1 year,"Employed, full-time",30153.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40,"Independent contractor, freelancer, or self-employed",150000.0
United States of America,Primary/elementary school,8,"Employed, full-time",135000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",28,"Employed, full-time;Independent contractor, freelancer, or self-employed",300000.0
Spain,Some college/university study without earning a degree,12,"Employed, full-time",31993.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",145000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",151000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,"Employed, full-time",323000.0
Argentina,Some college/university study without earning a degree,2,"Independent contractor, freelancer, or self-employed",20400.0
United States of America,"Associate degree (A.A., A.S., etc.)",25,"Employed, full-time",180000.0
Colombia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Independent contractor, freelancer, or self-employed",85315.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time",93701.0
Argentina,"Associate degree (A.A., A.S., etc.)",2,"Independent contractor, freelancer, or self-employed",20196.0
"Iran, Islamic Republic of...","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",56736.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",70276.0
Brazil,Some college/university study without earning a degree,3,"Employed, full-time",15732.0
Sweden,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7,"Employed, full-time;Independent contractor, freelancer, or self-employed",48756.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",39,"Employed, full-time",2147300.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",150000.0
Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,"Employed, full-time",28668.0
Nomadic,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,"Employed, full-time",185000.0
Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,"Employed, full-time",124103.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time",160000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",78000.0
United States of America,"Professional degree (JD, MD, etc.)",7,"Employed, full-time",180000.0
South Africa,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Less than 1 year,"Employed, part-time",6828.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",36000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,"Employed, full-time",96000.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time;Independent contractor, freelancer, or self-employed",46850.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",50256.0
Poland,Some college/university study without earning a degree,7,"Employed, full-time",46250.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,"Employed, full-time",200000.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,"Employed, full-time;Independent contractor, freelancer, or self-employed",39451.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,"Employed, full-time;Independent contractor, freelancer, or self-employed",20636.0
United States of America,Some college/university study without earning a degree,7,"Employed, full-time",200000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",246000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,"Employed, full-time",175000.0
Germany,Some college/university study without earning a degree,15,"Employed, full-time;Independent contractor, freelancer, or self-employed",63984.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",165.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,"Employed, full-time",250000.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,"Employed, full-time",87948.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,"Employed, full-time",35000.0
Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",134445.0
Sweden,Some college/university study without earning a degree,10,"Employed, part-time",57900.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",57001.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,"Employed, full-time",75384.0
United States of America,Some college/university study without earning a degree,11,"Employed, full-time",145000.0
Dominican Republic,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",3169.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",110000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",32,"Employed, part-time",87000.0
Canada,Something else,3,"Employed, full-time",81988.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",97605.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30,"Employed, full-time",100000.0
New Zealand,Some college/university study without earning a degree,23,"Employed, full-time",73983.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",5200000.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,"Employed, full-time",89016.0
United Kingdom of Great Britain and Northern Ireland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6,"Employed, full-time",1236288.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,"Employed, full-time",78084.0
Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22,"Employed, full-time",24924.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,"Employed, full-time",100000.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,"Employed, full-time",95979.0
United States of America,"Other doctoral degree (Ph.D., Ed.D., etc.)",10,"Employed, full-time",220000.0
Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,"Employed, full-time;Independent contractor, freelancer, or self-employed",49860.0
Russian Federation,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time",31176.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,"Employed, full-time",4570800.0
Spain,"Other doctoral degree (Ph.D., Ed.D., etc.)",18,"Employed, full-time",1842804.0
United States of America,Some college/university study without earning a degree,10,"Employed, full-time",215000.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,"Employed, full-time",175895.0
Finland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time",69108.0
Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,"Independent contractor, freelancer, or self-employed",56220.0
Switzerland,"Other doctoral degree (Ph.D., Ed.D., etc.)",4,"Employed, full-time",101972.0
United States of America,Some college/university study without earning a degree,3,"Employed, full-time",56000.0
Norway,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,"Employed, full-time;Independent contractor, freelancer, or self-employed",57038.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",300000.0
United Kingdom of Great Britain and Northern Ireland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,"Employed, full-time",84178.0
Canada,"Associate degree (A.A., A.S., etc.)",Less than 1 year,"Employed, full-time",44508.0
Brazil,"Associate degree (A.A., A.S., etc.)",10,"Employed, full-time",24432.0
New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",96500.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,"Employed, full-time",92000.0
Canada,Some college/university study without earning a degree,22,"Employed, full-time",93701.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,"Independent contractor, freelancer, or self-employed",3840.0
Argentina,Some college/university study without earning a degree,1,"Employed, full-time",240.0
United States of America,Some college/university study without earning a degree,5,"Employed, full-time",120000.0
Estonia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",79344.0
Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Independent contractor, freelancer, or self-employed",106644.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",100000.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,"Employed, full-time",38.0
Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,"Employed, full-time",66372.0
United States of America,"Associate degree (A.A., A.S., etc.)",39,"Employed, full-time",225000.0
Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6,"Employed, full-time",29436.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,"Employed, full-time",178000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,"Employed, full-time",125000.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,"Independent contractor, freelancer, or self-employed",255948.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",143000.0
Germany,Something else,6,"Employed, full-time",53748.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",300000.0
Republic of Moldova,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,"Employed, full-time",25140.0
Spain,"Other doctoral degree (Ph.D., Ed.D., etc.)",5,"Employed, full-time",58654.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,"Employed, full-time",220000.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",22850.0
United States of America,"Associate degree (A.A., A.S., etc.)",27,"Employed, full-time;Independent contractor, freelancer, or self-employed",115000.0
United States of America,"Associate degree (A.A., A.S., etc.)",18,"Employed, full-time;Independent contractor, freelancer, or self-employed",140000.0
Greece,Some college/university study without earning a degree,7,"Employed, full-time;Independent contractor, freelancer, or self-employed",34126.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time",58037.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",95000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30,"Employed, full-time;Independent contractor, freelancer, or self-employed",280000.0
Colombia,"Professional degree (JD, MD, etc.)",10,"Employed, full-time",30000.0
Costa Rica,"Associate degree (A.A., A.S., etc.)",16,"Employed, full-time",90000.0
Argentina,Some college/university study without earning a degree,2,"Employed, full-time",16464.0
Morocco,"Associate degree (A.A., A.S., etc.)",1,"Employed, full-time;Independent contractor, freelancer, or self-employed",6012.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,"Employed, full-time",23184.0
Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",106644.0
United States of America,Some college/university study without earning a degree,7,"Employed, full-time",67000.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time",58563.0
Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time;Independent contractor, freelancer, or self-employed",54000.0
Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time",60948.0
United States of America,"Other doctoral degree (Ph.D., Ed.D., etc.)",24,"Employed, full-time",1200000.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,"Employed, full-time",87948.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",90000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,"Employed, full-time",90000.0
Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21,"Employed, full-time",108780.0
Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",24972.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,"Employed, full-time;Independent contractor, freelancer, or self-employed",150000.0
Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time",46068.0
Mexico,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,"Employed, full-time",25284.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time",6100000.0
United States of America,Some college/university study without earning a degree,10,"Employed, full-time",150000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,"Employed, full-time",175000.0
Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Independent contractor, freelancer, or self-employed",53322.0
United States of America,"Associate degree (A.A., A.S., etc.)",16,"Employed, full-time",185000.0
Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,"Employed, full-time",53280.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",121811.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,"Independent contractor, freelancer, or self-employed",55000.0
United Arab Emirates,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",32682.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",24924.0
United Arab Emirates,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,"Employed, full-time",128400.0
Dominican Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time",79104.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,"Employed, full-time",74220.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,"Employed, full-time",857412.0
Sweden,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1,"Employed, full-time",36564.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",240000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,"Employed, full-time",200000.0
Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Less than 1 year,"Employed, full-time",61853.0
Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",75696.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",34822.0
United States of America,"Associate degree (A.A., A.S., etc.)",4,"Employed, full-time",120000.0
Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",73140.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time;Independent contractor, freelancer, or self-employed",175000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time",154000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,"Employed, full-time",98000.0
United States of America,Some college/university study without earning a degree,11,"Employed, full-time",85000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,"Employed, full-time",132000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",120000.0
Argentina,Some college/university study without earning a degree,4,"Employed, full-time",7776.0
Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,"Employed, part-time",134445.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",124935.0
Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,"Employed, full-time",11100.0
Italy,Some college/university study without earning a degree,29,"Independent contractor, freelancer, or self-employed",42657.0
